video_block,video_path,prompt_idx,prompt_name,start_time_ms,end_time_ms,start_time_s,end_time_s,faces_and_hands,include_coords,exclude_coords
Slow People,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_people_stripped.mp4,111,face,31586,45662,31.586,45.662,True,"[[1266, 102]]",[]
Slow People,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_people_stripped.mp4,110,hands,31926,45662,31.926,45.662,True,[],[]
Slow People,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_people_stripped.mp4,115,bat,45000,60761,45.0,60.761,False,[],[]
Slow People,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_people_stripped.mp4,112,faces,45832,60761,45.832,60.761,True,"[[54, 71], [337, 174], [902, 45], [862, 119]]",[]
Slow People,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_people_stripped.mp4,113,hands,46580,60761,46.58,60.761,True,"[[1040, 322], [38, 262], [815, 86]]",[]
Slow People,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_people_stripped.mp4,114,ball,49266,60761,49.266,60.761,False,"[[804, 128], [754, 172], [764, 166]]","[[444, 568], [290, 387], [284, 369]]"
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,86,hands,0,15000,0.0,15.0,True,[],[]
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,87,thread/needle,0,15000,0.0,15.0,False,"[[551, 169], [508, 225]]",[]
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,89,sponge,15000,30320,15.0,30.32,False,[],[]
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,91,water,15000,30320,15.0,30.32,False,[],"[[1027, 293], [721, 537]]"
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,90,plate,15000,30320,15.0,30.32,False,"[[726, 549]]",[]
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,88,hands,15000,30320,15.0,30.32,True,"[[429, 417], [437, 245], [673, 377]]",[]
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,93,orange,30000,45720,30.0,45.72,False,"[[720, 202]]",[]
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,92,hands,30640,45720,30.64,45.72,True,[],[]
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,94,knife,31920,45680,31.92,45.68,False,"[[198, 17], [635, 289]]",[]
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,96,stamps,45000,60720,45.0,60.72,False,"[[769, 482], [629, 177], [428, 331], [646, 145]]",[]
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,95,hands,45720,60720,45.72,60.72,True,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,116,face,0,4720,0.0,4.72,True,"[[42, 259], [367, 147]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,117,mountain,0,5000,0.0,5.0,False,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,118,baby face,4720,10000,4.72,10.0,True,[],"[[649, 127]]"
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,119,hands,5000,10000,5.0,10.0,True,"[[264, 375], [523, 592], [394, 145]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,120,ball,5000,10000,5.0,10.0,False,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,121,faces,10000,15000,10.0,15.0,True,"[[469, 347]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,122,bed,10000,15000,10.0,15.0,False,"[[627, 377]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,123,window,10000,15000,10.0,15.0,False,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,125,hands,10040,15000,10.04,15.0,True,"[[88, 619], [184, 536], [206, 93], [1049, 517], [1009, 391]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,126,plates,15000,20000,15.0,20.0,False,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,127,bouquet,15000,20000,15.0,20.0,False,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,124,Faces,15000,20240,15.0,20.24,True,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,129,hands,15040,20240,15.04,20.24,True,"[[314, 426], [873, 489]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,130,ice cream,20000,24880,20.0,24.88,False,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,128,faces,20240,24880,20.24,24.88,True,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,132,hands,20280,24880,20.28,24.88,True,"[[710, 693]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,133,balls,24840,30200,24.84,30.2,False,"[[255, 557], [616, 577], [799, 521]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,131,faces,24880,30240,24.88,30.24,True,"[[429, 229], [921, 168]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,135,hands,24897,30200,24.897,30.2,True,"[[130, 492], [474, 507], [738, 477], [878, 520]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,134,Faces,30200,35862,30.2,35.862,True,"[[530, 156]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,136,sift,30244,36059,30.244,36.059,False,"[[764, 439]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,138,hands,35000,35862,35.0,35.862,True,"[[527, 494], [467, 250], [689, 383], [757, 400], [838, 549]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,139,glass,36158,40160,36.158,40.16,False,"[[843, 61]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,141,hands,36158,40160,36.158,40.16,True,"[[837, 137], [796, 91]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,137,faces,36200,40160,36.2,40.16,True,"[[544, 133]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,140,faces,40200,44000,40.2,44.0,True,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,142,feet,40200,44000,40.2,44.0,False,"[[319, 149], [294, 132]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,144,hands,44000,44000,44.0,44.0,True,"[[725, 309], [725, 331]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,145,cake,44000,47240,44.0,47.24,False,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,146,fruit bowl,44000,47240,44.0,47.24,False,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,143,faces,44000,47240,44.0,47.24,True,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,148,hands,44040,47240,44.04,47.24,True,"[[666, 273], [533, 467]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,149,piano,46000,50800,46.0,50.8,False,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,147,face,47280,50800,47.28,50.8,True,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,151,hands,47280,50800,47.28,50.8,True,"[[792, 529]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,152,teacup,50000,54960,50.0,54.96,False,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,150,faces,50840,54960,50.84,54.96,True,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,154,hands,50840,54960,50.84,54.96,True,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,153,faces,55000,60320,55.0,60.32,True,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,155,bowl,55000,60320,55.0,60.32,False,"[[585, 617]]",[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,221,Pen,0,1000,0.0,1.0,False,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,222,paper,0,8397,0.0,8.397,False,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,223,muppet face,840,8320,0.84,8.32,True,"[[867, 253], [793, 475]]",[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,224,pen,1000,8333,1.0,8.333,False,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,226,child face,4080,8320,4.08,8.32,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,227,pen,8333,12107,8.333,12.107,False,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,228,muppet face,8360,12640,8.36,12.64,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,229,child face,12680,13720,12.68,13.72,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,230,child face,13760,19160,13.76,19.16,True,"[[381, 236]]",[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,231,muppet face,13760,19160,13.76,19.16,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,232,child face,19200,23800,19.2,23.8,True,"[[539, 260]]",[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,233,person face,23840,27560,23.84,27.56,True,"[[1090, 224], [1089, 222]]",[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,234,muppet face,23840,27800,23.84,27.8,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,237,ball,27600,32680,27.6,32.68,False,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,235,faces,27840,32600,27.84,32.6,True,"[[1101, 313], [1071, 503], [440, 135]]","[[1189, 143], [1195, 702], [1124, 680]]"
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,236,hands,27840,32600,27.84,32.6,True,"[[296, 377], [683, 251], [969, 306], [1042, 312], [820, 443], [585, 421]]","[[795, 455], [821, 459]]"
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,239,hands,32640,33880,32.64,33.88,True,"[[109, 405], [377, 391]]",[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,240,chalk,32640,34000,32.64,34.0,False,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,238,faces,32640,35080,32.64,35.08,True,"[[741, 451]]",[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,243,board,32640,37280,32.64,37.28,False,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,242,eraser,32640,37280,32.64,37.28,False,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,241,hands,33760,35080,33.76,35.08,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,244,hands,35120,37200,35.12,37.2,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,245,chalk,36000,38000,36.0,38.0,False,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,374,children faces,37240,40000,37.24,40.0,True,"[[1075, 269], [258, 405], [445, 320]]",[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,247,children faces,37240,40000,37.24,40.0,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,249,hands,37240,40000,37.24,40.0,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,248,muppet face,37240,40000,37.24,40.0,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,246,board,37280,38000,37.28,38.0,False,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,251,chalk,40000,42000,40.0,42.0,False,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,252,board,40000,42000,40.0,42.0,False,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,250,hands,40040,41760,40.04,41.76,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,375,children faces,41800,43800,41.8,43.8,True,"[[258, 405], [445, 320], [1075, 269]]",[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,255,hands,41800,43800,41.8,43.8,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,254,muppet face,41800,43800,41.8,43.8,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,253,children faces,42000,44000,42.0,44.0,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,256,hands,43840,45360,43.84,45.36,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,257,chalk,44000,46000,44.0,46.0,False,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,258,board,44000,46000,44.0,46.0,False,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,376,children faces,45400,49000,45.4,49.0,True,"[[258, 405], [445, 320], [1075, 269]]",[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,260,muppet face,45400,49000,45.4,49.0,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,261,hands,45400,49000,45.4,49.0,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,259,children faces,46000,45603,46.0,45.603,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,262,children faces,49040,50800,49.04,50.8,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,263,child face,50840,52400,50.84,52.4,True,"[[695, 253]]",[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,265,feet,52000,56000,52.0,56.0,False,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,264,children faces,52440,54360,52.44,54.36,True,"[[602, 221], [751, 243], [919, 242], [307, 154], [641, 185], [946, 150]]",[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,377,people faces,52440,54360,52.44,54.36,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,266,hands,52440,56000,52.44,56.0,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,378,children faces,54360,55800,54.36,55.8,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,268,muppet face,55840,60000,55.84,60.0,True,[],[]
Sesame India 1,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,267,child face,55840,60000,55.84,60.0,True,"[[367, 251]]",[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,40,muppet face,0,4000,0.0,4.0,True,"[[815, 347]]",[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,39,adult face,0,4000,0.0,4.0,True,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,379,nan,0,45491,0.0,45.491,False,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,41,tires,3536,6000,3.536,6.0,False,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,42,children,6000,8840,6.0,8.84,False,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,43,hands,6000,8840,6.0,8.84,True,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,45,muppet face,8874,10000,8.874,10.0,True,"[[819, 420]]",[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,44,adult face,8874,10132,8.874,10.132,True,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,46,child face,10000,13430,10.0,13.43,True,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,47,muppet face,10000,13430,10.0,13.43,True,"[[807, 207]]",[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,49,shovel,13498,15980,13.498,15.98,False,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,48,hands,13498,16218,13.498,16.218,True,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,380,child face,15980,16218,15.98,16.218,True,"[[567, 209]]",[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,381,child face,16252,19142,16.252,19.142,True,"[[343, 259]]",[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,382,muppet face,16252,19142,16.252,19.142,True,"[[747, 193]]",[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,50,child and adult faces,19142,22474,19.142,22.474,True,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,51,shovels,19142,30770,19.142,30.77,False,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,52,child face,22508,25840,22.508,25.84,True,"[[406, 303]]",[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,53,muppet face,22508,25840,22.508,25.84,True,"[[757, 241]]",[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,54,shovel,25840,29000,25.84,29.0,False,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,55,child and adult faces,28560,30634,28.56,30.634,True,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,56,muppet face,28560,30634,28.56,30.634,True,"[[968, 272]]",[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,59,hands,30634,33218,30.634,33.218,True,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,58,shovels,30634,33218,30.634,33.218,False,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,57,children faces,30634,33218,30.634,33.218,True,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,61,hand,33252,37570,33.252,37.57,True,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,62,shovel,33252,37570,33.252,37.57,False,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,60,adult face,33252,37570,33.252,37.57,True,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,63,muppet face,33252,37570,33.252,37.57,True,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,64,shovel,37000,40732,37.0,40.732,False,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,65,adult face,40766,42704,40.766,42.704,True,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,66,muppet face,40766,42704,40.766,42.704,True,"[[869, 402]]",[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,67,shovel,42670,45492,42.67,45.492,False,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,69,muppet face,45662,47940,45.662,47.94,True,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,68,child face,45662,47940,45.662,47.94,True,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,72,hand,47838,51000,47.838,51.0,True,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,71,plant,47838,51000,47.838,51.0,False,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,70,shovel,47838,51000,47.838,51.0,False,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,73,child face,50762,53000,50.762,53.0,True,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,75,plant,50762,53000,50.762,53.0,False,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,74,hand,50762,53000,50.762,53.0,True,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,78,child face,53000,55998,53.0,55.998,True,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,77,plant,53000,56000,53.0,56.0,False,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,76,shovel,53000,56000,53.0,56.0,False,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,79,child face,56000,60827,56.0,60.827,True,[],[]
Sesame US 2,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameus_2_stripped.mp4,80,muppet face,56032,60827,56.032,60.827,True,"[[831, 168]]",[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,379,nan,0,0,0.0,0.0,False,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,168,piano,0,4000,0.0,4.0,False,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,167,child face,0,4000,0.0,4.0,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,169,stool,0,4000,0.0,4.0,False,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,172,hands,4000,9000,4.0,9.0,True,[],[]
Frank Play,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,170,child face,4000,9000,4.0,9.0,True,[],[]
