prompt_idx,row_idx,video_block,time,video_path,start_time_s,end_time_s,annotation_raw,prompt,include_coord,exclude_coord
167,76,Frank Play,0:00,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,0.0,4.0,face,face,,
168,76,Frank Play,0:00,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,0.0,4.0,piano,piano,,
169,76,Frank Play,0:00,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,0.0,4.0,stool,stool,,
170,77,Frank Play,0:04,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,4.0,9.0,face,face,,
171,77,Frank Play,0:04,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,4.0,9.0,bowls,bowls,,
172,77,Frank Play,0:04,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,4.0,9.0,hands,hands,,
173,78,Frank Play,0:09,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,9.0,13.0,face,face,,
174,78,Frank Play,0:09,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,9.0,13.0,chair,chair,,
175,78,Frank Play,0:09,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,9.0,13.0,hands,hands,,
176,79,Frank Play,0:13,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,13.0,18.0,face,face,,
177,79,Frank Play,0:13,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,13.0,18.0,hands,hands,,
178,79,Frank Play,0:13,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,13.0,18.0,fridge,fridge,,
179,79,Frank Play,0:13,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,13.0,18.0,bowl,bowl,,
180,80,Frank Play,0:18,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,18.0,20.0,Face,Face,,
181,80,Frank Play,0:18,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,18.0,20.0,hands,hands,,
182,80,Frank Play,0:18,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,18.0,20.0,cups,cups,,
183,81,Frank Play,0:20,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,20.0,22.0,face,face,,
184,81,Frank Play,0:20,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,20.0,22.0,hands,hands,,
185,81,Frank Play,0:20,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,20.0,22.0,lamp,lamp,,
186,82,Frank Play,0:22,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,22.0,26.0,face,face,,
187,82,Frank Play,0:22,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,22.0,26.0,hands,hands,,
188,82,Frank Play,0:22,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,22.0,26.0,blanket,blanket,,
189,83,Frank Play,0:26,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,26.0,28.0,face,face,,
190,83,Frank Play,0:26,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,26.0,28.0,flower,flower,,
191,84,Frank Play,0:28,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,28.0,32.0,face,face,,
192,84,Frank Play,0:28,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,28.0,32.0,hands,hands,,
193,84,Frank Play,0:28,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,28.0,32.0,tissue,tissue,,
194,85,Frank Play,0:32,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,32.0,34.0,face,face,,
195,85,Frank Play,0:32,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,32.0,34.0,hands,hands,,
196,85,Frank Play,0:32,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,32.0,34.0,building block,building block,,
197,86,Frank Play,0:34,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,34.0,37.0,face,face,,
198,86,Frank Play,0:34,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,34.0,37.0,hands,hands,,
199,86,Frank Play,0:34,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,34.0,37.0,feet,feet,,
200,86,Frank Play,0:34,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,34.0,37.0,ball,ball,,
201,87,Frank Play,0:37,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,37.0,40.0,face,face,,
202,87,Frank Play,0:37,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,37.0,40.0,hands,hands,,
203,87,Frank Play,0:37,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,37.0,40.0,stool,stool,,
204,87,Frank Play,0:37,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,37.0,40.0,piano,piano,,
205,88,Frank Play,0:40,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,40.0,45.0,umbrella,umbrella,,
206,88,Frank Play,0:40,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,40.0,45.0,face,face,,
207,88,Frank Play,0:40,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,40.0,45.0,hands,hands,,
208,88,Frank Play,0:40,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,40.0,45.0,poncho,poncho,,
209,89,Frank Play,0:45,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,45.0,48.0,face,face,,
210,89,Frank Play,0:45,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,45.0,48.0,hands,hands,,
211,89,Frank Play,0:45,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,45.0,48.0,paper,paper,,
212,90,Frank Play,0:48,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,48.0,55.0,face,face,,
213,90,Frank Play,0:48,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,48.0,55.0,hands,hands,,
214,90,Frank Play,0:48,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,48.0,55.0,cymbals,cymbals,,
215,91,Frank Play,0:55,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,55.0,58.0,face,face,,
216,91,Frank Play,0:55,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,55.0,58.0,hands,hands,,
217,91,Frank Play,0:55,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,55.0,58.0,bubblewand,bubblewand,,
218,92,Frank Play,0:58,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,58.0,60.92,Face,Face,,
219,92,Frank Play,0:58,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,58.0,60.92,hand,hand,,
220,92,Frank Play,0:58,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_play_stripped.mp4,58.0,60.92,pinwheel,pinwheel,,
221,93,Sesame India 1,0:00,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,0.0,1.0,Pen,Pen,,
222,93,Sesame India 1,0:00,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,0.0,1.0,paper,paper,,
223,94,Sesame India 1,0:01,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,1.0,4.0,Face (muppet),muppet Face,,
224,94,Sesame India 1,0:01,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,1.0,4.0,pen,pen,,
225,95,Sesame India 1,0:04,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,4.0,9.0,face (muppet),muppet face,,
226,95,Sesame India 1,0:04,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,4.0,9.0,face (child),child face,,
227,95,Sesame India 1,0:04,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,4.0,9.0,pen,pen,,
228,96,Sesame India 1,0:09,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,9.0,13.0,face (muppet),muppet face,,
229,97,Sesame India 1,0:13,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,13.0,14.0,face (child),child face,,
230,98,Sesame India 1,0:14,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,14.0,18.0,face (child),child face,,
231,98,Sesame India 1,0:14,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,14.0,18.0,face (muppet),muppet face,,
232,99,Sesame India 1,0:18,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,18.0,24.0,face (child),child face,,
233,100,Sesame India 1,0:24,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,24.0,28.0,face (person),person face,,
234,100,Sesame India 1,0:24,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,24.0,28.0,face (muppet),muppet face,,
235,101,Sesame India 1,0:28,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,28.0,33.0,faces,faces,,
236,101,Sesame India 1,0:28,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,28.0,33.0,hands,hands,,
237,101,Sesame India 1,0:28,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,28.0,33.0,ball,ball,,
238,102,Sesame India 1,0:33,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,33.0,34.0,faces,faces,,
239,102,Sesame India 1,0:33,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,33.0,34.0,hands,hands,,
240,102,Sesame India 1,0:33,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,33.0,34.0,chalk,chalk,,
241,103,Sesame India 1,0:34,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,34.0,36.0,hands,hands,,
242,103,Sesame India 1,0:34,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,34.0,36.0,eraser,eraser,,
243,103,Sesame India 1,0:34,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,34.0,36.0,board,board,,
244,104,Sesame India 1,0:36,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,36.0,38.0,hands,hands,,
245,104,Sesame India 1,0:36,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,36.0,38.0,chalk,chalk,,
246,104,Sesame India 1,0:36,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,36.0,38.0,board,board,,
247,105,Sesame India 1,0:38,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,38.0,40.0,faces (children),children faces,,
248,105,Sesame India 1,0:38,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,38.0,40.0,face (muppet),muppet face,,
249,105,Sesame India 1,0:38,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,38.0,40.0,hands,hands,,
250,106,Sesame India 1,0:40,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,40.0,42.0,hands,hands,,
251,106,Sesame India 1,0:40,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,40.0,42.0,chalk,chalk,,
252,106,Sesame India 1,0:40,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,40.0,42.0,board,board,,
253,107,Sesame India 1,0:42,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,42.0,44.0,faces (children),children faces,,
254,107,Sesame India 1,0:42,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,42.0,44.0,face (muppet),muppet face,,
255,107,Sesame India 1,0:42,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,42.0,44.0,hands,hands,,
256,108,Sesame India 1,0:44,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,44.0,46.0,hands,hands,,
257,108,Sesame India 1,0:44,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,44.0,46.0,chalk,chalk,,
258,108,Sesame India 1,0:44,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,44.0,46.0,board,board,,
259,109,Sesame India 1,0:46,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,46.0,49.0,faces (children),children faces,,
260,109,Sesame India 1,0:46,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,46.0,49.0,face (muppet),muppet face,,
261,109,Sesame India 1,0:46,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,46.0,49.0,hands,hands,,
262,110,Sesame India 1,0:49,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,49.0,51.0,faces (children),children faces,,
263,111,Sesame India 1,0:51,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,51.0,52.0,face (child),child face,,
264,112,Sesame India 1,0:52,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,52.0,56.0,faces (children),children faces,,
265,112,Sesame India 1,0:52,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,52.0,56.0,feet,feet,,
266,112,Sesame India 1,0:52,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,52.0,56.0,hands,hands,,
267,113,Sesame India 1,0:56,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,56.0,60.0,face (child),child face,,
268,113,Sesame India 1,0:56,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_1_stripped.mp4,56.0,60.0,face (muppet),muppet face,,
269,114,Sesame India 2,0:00,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,0.0,12.0,Face (muppet),muppet Face,,
270,115,Sesame India 2,0:12,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,12.0,20.0,face (child),child face,,
271,115,Sesame India 2,0:12,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,12.0,20.0,hands,hands,,
272,115,Sesame India 2,0:12,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,12.0,20.0,trashcan,trashcan,,
273,115,Sesame India 2,0:12,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,12.0,20.0,face (muppet),muppet face,,
274,116,Sesame India 2,0:20,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,20.0,23.0,face (muppet),muppet face,,
275,117,Sesame India 2,0:23,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,23.0,26.0,faces (children),children faces,,
276,118,Sesame India 2,0:26,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,26.0,30.0,face (child),child face,,
277,118,Sesame India 2,0:26,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,26.0,30.0,face (muppet),muppet face,,
278,119,Sesame India 2,0:30,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,30.0,33.0,face (child),child face,,
279,120,Sesame India 2,0:33,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,33.0,35.0,face (child),child face,,
280,120,Sesame India 2,0:33,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,33.0,35.0,face (muppet),muppet face,,
281,120,Sesame India 2,0:33,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,33.0,35.0,hands (muppet),muppet hands,,
282,121,Sesame India 2,0:35,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,35.0,38.0,Apple slices,Apple slices,,
283,121,Sesame India 2,0:35,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,35.0,38.0,hands,hands,,
284,121,Sesame India 2,0:35,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,35.0,38.0,face (child),child face,,
285,122,Sesame India 2,0:38,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,38.0,41.0,face (person),person face,,
286,122,Sesame India 2,0:38,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,38.0,41.0,hands,hands,,
287,122,Sesame India 2,0:38,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,38.0,41.0,feet,feet,,
288,123,Sesame India 2,0:41,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,41.0,49.0,face (child),child face,,
289,123,Sesame India 2,0:41,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,41.0,49.0,hands,hands,,
290,123,Sesame India 2,0:41,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,41.0,49.0,book,book,,
291,124,Sesame India 2,0:49,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,49.0,55.0,face (muppet),muppet face,,
292,124,Sesame India 2,0:49,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,49.0,55.0,faces (children),children faces,,
293,125,Sesame India 2,0:55,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,55.0,59.0,face (muppet),muppet face,,
294,125,Sesame India 2,0:55,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,55.0,59.0,hand (muppet),muppet hand,,
295,126,Sesame India 2,0:59,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/sesameindia_2_stripped.mp4,59.0,60.84,faces (children),children faces,,
296,127,Pixar Birds,0:00,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,0.0,4.0,face (small bird),small bird face,,
297,127,Pixar Birds,0:00,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,0.0,4.0,feet (small bird),small bird feet,,
298,128,Pixar Birds,0:04,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,4.0,7.0,faces (small birds),small birds faces,,
299,128,Pixar Birds,0:04,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,4.0,7.0,feet (small birds),small birds feet,,
300,128,Pixar Birds,0:04,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,4.0,7.0,tail,tail,,
301,129,Pixar Birds,0:07,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,7.0,10.0,faces (small birds),small birds faces,,
302,129,Pixar Birds,0:07,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,7.0,10.0,wings (small bird),small bird wings,,
303,130,Pixar Birds,0:10,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,10.0,26.0,faces (small birds),small birds faces,,
304,130,Pixar Birds,0:10,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,10.0,26.0,wings (small bird),small bird wings,,
305,130,Pixar Birds,0:10,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,10.0,26.0,wire,wire,,
306,131,Pixar Birds,0:26,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,26.0,29.0,face (big bird),big bird face,,
307,131,Pixar Birds,0:26,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,26.0,29.0,wing (big bird),big bird wing,,
308,132,Pixar Birds,0:29,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,29.0,31.0,faces (small birds),small birds faces,,
309,133,Pixar Birds,0:31,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,31.0,34.0,face (big bird),big bird face,,
310,133,Pixar Birds,0:31,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,31.0,34.0,wing (big bird),big bird wing,,
311,134,Pixar Birds,0:34,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,34.0,44.0,faces (small birds),small birds faces,,
312,135,Pixar Birds,0:44,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,44.0,49.0,face (big bird),big bird face,,
313,136,Pixar Birds,0:49,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,49.0,52.0,birds (small),small birds,,
314,136,Pixar Birds,0:49,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,49.0,52.0,bird (big),big bird,,
315,136,Pixar Birds,0:49,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,49.0,52.0,wire,wire,,
316,136,Pixar Birds,0:49,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,49.0,52.0,field,field,,
317,137,Pixar Birds,0:52,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,52.0,54.0,faces (small birds),small birds faces,,
318,138,Pixar Birds,0:54,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,54.0,58.0,face (big bird),big bird face,,
319,138,Pixar Birds,0:54,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,54.0,58.0,wings (big bird),big bird wings,,
320,138,Pixar Birds,0:54,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,54.0,58.0,wire,wire,,
321,139,Pixar Birds,0:58,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,58.0,60.0,faces (small birds),small birds faces,,
322,140,Pixar Birds,1:00,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,60.0,68.0,faces (small birds),small birds faces,,
323,140,Pixar Birds,1:00,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,60.0,68.0,feet (big bird),big bird feet,,
324,140,Pixar Birds,1:00,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,60.0,68.0,wings (big bird),big bird wings,,
325,140,Pixar Birds,1:00,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,60.0,68.0,face (big bird),big bird face,,
326,141,Pixar Birds,1:08,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,68.0,71.0,faces (small birds),small birds faces,,
327,141,Pixar Birds,1:08,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,68.0,71.0,face (big bird),big bird face,,
328,141,Pixar Birds,1:08,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,68.0,71.0,feet (big bird),big bird feet,,
329,142,Pixar Birds,1:11,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,71.0,73.0,face (big bird),big bird face,,
330,143,Pixar Birds,1:13,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,73.0,75.0,faces (small birds),small birds faces,,
331,144,Pixar Birds,1:15,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,75.0,79.0,faces (small birds),small birds faces,,
332,144,Pixar Birds,1:15,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,75.0,79.0,face (big bird),big bird face,,
333,145,Pixar Birds,1:19,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,79.0,81.0,face (big bird),big bird face,,
334,145,Pixar Birds,1:19,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,79.0,81.0,wings (big bird),big bird wings,,
335,145,Pixar Birds,1:19,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,79.0,81.0,feet (big bird),big bird feet,,
336,146,Pixar Birds,1:21,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,81.0,85.0,faces (small birds),small birds faces,,
337,146,Pixar Birds,1:21,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,81.0,85.0,feet (big bird),big bird feet,,
338,146,Pixar Birds,1:21,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,81.0,85.0,wire,wire,,
339,147,Pixar Birds,1:25,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/pixar_birds_stripped.mp4,85.0,97.0,faces (small birds),small birds faces,,
