system_time_stamp,time,left_x,left_y,left_valid,left_pupil,left_pupil_valid,right_x,right_y,right_valid,right_pupil,right_pupil_valid,gaze_x,gaze_y,pupil_size,events
438024233956,6750.9,844.3283,886.5576,1,2.9383,1,682.7937,805.2634,1,2.8157,1,763.561,845.9105,2.877,
438024237956,6754.9,849.9331,890.9505,1,2.9113,1,693.8184,785.9612,1,2.8752,1,771.8758,838.4559,2.8932,
438024241956,6758.9,848.6452,881.5351,1,2.9432,1,702.7113,790.9626,1,2.8524,1,775.6782,836.2489,2.8978,
438024245956,6762.9,852.1454,867.8092,1,2.9955,1,698.417,789.1757,1,2.8652,1,775.2812,828.4924,2.9303,
438024249956,6766.9,853.3419,878.6277,1,2.9693,1,686.0809,792.2783,1,2.8712,1,769.7114,835.453,2.9203,
438024253956,6770.9,842.1062,864.8134,1,2.9364,1,682.6443,798.1436,1,2.8506,1,762.3752,831.4785,2.8935,
438024257956,6774.9,849.0018,875.9271,1,2.9709,1,688.4389,797.065,1,2.8347,1,768.7203,836.4961,2.9028,
438024261955,6778.9,849.7751,876.2755,1,2.9344,1,683.1489,794.8926,1,2.8549,1,766.462,835.5841,2.8946,
438024265955,6782.9,844.0681,879.438,1,2.9446,1,686.952,781.6975,1,2.897,1,765.51,830.5677,2.9208,
438024269955,6786.9,845.0317,876.8334,1,2.971,1,708.7681,781.9633,1,2.8621,1,776.8999,829.3983,2.9165,
438024273955,6790.9,843.1372,878.7439,1,2.9648,1,693.3665,799.1772,1,2.8429,1,768.2518,838.9605,2.9039,
438024277955,6794.9,848.2453,863.784,1,2.9975,1,691.6664,780.3772,1,2.9115,1,769.9558,822.0806,2.9545,
438024281955,6798.9,842.9561,875.9335,1,2.9808,1,700.2224,776.1434,1,2.9038,1,771.5893,826.0385,2.9423,
438024285955,6802.9,859.6114,861.8886,1,2.9962,1,700.9791,782.0367,1,2.9175,1,780.2953,821.9627,2.9568,
438024289955,6806.9,860.5298,874.7856,1,2.9746,1,700.9616,785.1321,1,2.8627,1,780.7457,829.9589,2.9186,
438024293955,6810.9,,,0,,0,,,0,,0,,,,
438024297955,6814.9,852.3635,886.2138,1,2.9716,1,690.5805,788.7185,1,2.8573,1,771.472,837.4662,2.9145,
438024301955,6818.9,,,0,,0,,,0,,0,,,,
438024305955,6822.9,861.0314,881.9149,1,2.9753,1,694.7521,801.2182,1,2.8619,1,777.8917,841.5665,2.9186,
438024309955,6826.9,857.9593,886.3289,1,3.0139,1,692.4534,787.7229,1,2.9025,1,775.2064,837.0259,2.9582,
438024313955,6830.9,854.5084,881.3799,1,3.0117,1,691.0031,788.1186,1,2.8618,1,772.7557,834.7492,2.9367,
438024317956,6834.9,849.1371,893.3679,1,2.9937,1,700.5059,774.3017,1,2.8967,1,774.8215,833.8348,2.9452,
438024321956,6838.9,853.382,875.4559,1,2.9989,1,702.484,783.5053,1,2.8945,1,777.933,829.4806,2.9467,
438024325956,6842.9,851.0008,881.9948,1,2.9916,1,695.2226,785.5098,1,2.8501,1,773.1117,833.7523,2.9209,
438024329956,6846.9,858.7867,877.357,1,2.9919,1,694.9722,783.0061,1,2.8893,1,776.8795,830.1816,2.9406,
438024333956,6850.9,854.0269,863.4202,1,2.9916,1,696.0309,781.1451,1,2.9083,1,775.0289,822.2827,2.95,
438024337956,6854.9,865.8748,883.4312,1,2.9893,1,697.5524,783.6304,1,2.8855,1,781.7136,833.5308,2.9374,
438024341956,6858.9,850.9452,870.9411,1,2.9876,1,696.5861,793.2902,1,2.8727,1,773.7656,832.1157,2.9301,
438024345956,6862.9,854.5617,867.5443,1,3.0343,1,698.5218,790.4111,1,2.881,1,776.5418,828.9777,2.9576,
438024349956,6866.9,852.283,885.211,1,2.9939,1,701.1239,788.2512,1,2.8611,1,776.7035,836.7311,2.9275,
438024353956,6870.9,860.0588,881.3668,1,3.0266,1,696.8786,779.9516,1,2.8839,1,778.4687,830.6592,2.9552,
438024357956,6874.9,848.5546,890.6385,1,3.026,1,696.9941,778.3109,1,2.9121,1,772.7744,834.4747,2.9691,
438024361956,6878.9,855.6943,877.8817,1,3.0395,1,706.057,785.6114,1,2.8934,1,780.8756,831.7466,2.9664,
438024365956,6882.9,863.7658,876.4946,1,3.0037,1,705.0553,779.4281,1,2.8717,1,784.4106,827.9614,2.9377,
438024369956,6886.9,873.5214,861.6576,1,3.0275,1,699.3462,766.6208,1,2.9098,1,786.4338,814.1392,2.9686,
438024373956,6890.9,853.2666,887.8079,1,3.0098,1,721.5569,807.1704,1,2.8725,1,787.4117,847.4892,2.9411,
438024377956,6894.9,967.4994,591.8504,1,3.1414,1,787.648,670.9793,1,2.8807,1,877.5737,631.4149,3.0111,
438024381956,6898.9,,,0,,0,,,0,,0,,,,
438024385956,6902.9,,,0,,0,,,0,,0,,,,
438024389956,6906.9,,,0,,0,,,0,,0,,,,
438024393956,6910.9,,,0,,0,,,0,,0,,,,
438024397956,6914.9,,,0,,0,,,0,,0,,,,
438024401957,6918.9,,,0,,0,,,0,,0,,,,
438024405956,6922.9,,,0,,0,,,0,,0,,,,
438024409957,6926.9,,,0,,0,,,0,,0,,,,
438024413954,6930.9,,,0,,0,,,0,,0,,,,
438024417954,6934.9,,,0,,0,,,0,,0,,,,
438024421954,6938.9,,,0,,0,,,0,,0,,,,
438024425952,6942.9,,,0,,0,,,0,,0,,,,
438024429953,6946.9,,,0,,0,,,0,,0,,,,
438024433952,6950.9,,,0,,0,,,0,,0,,,,
438024437952,6954.9,,,0,,0,,,0,,0,,,,
438024441960,6958.9,,,0,,0,,,0,,0,,,,
438024445960,6962.9,,,0,,0,,,0,,0,,,,
438024449952,6966.9,,,0,,0,,,0,,0,,,,
438024453951,6970.9,,,0,,0,,,0,,0,,,,
438024457960,6974.9,,,0,,0,,,0,,0,,,,
438024461960,6978.9,,,0,,0,,,0,,0,,,,
438024465960,6982.9,,,0,,0,,,0,,0,,,,
438024469960,6986.9,,,0,,0,,,0,,0,,,,
438024473960,6990.9,,,0,,0,,,0,,0,,,,
438024477960,6994.9,,,0,,0,,,0,,0,,,,
438024481960,6998.9,,,0,,0,,,0,,0,,,,
438024485960,7002.9,,,0,,0,,,0,,0,,,,
438024489952,7006.9,,,0,,0,,,0,,0,,,,
438024493952,7010.9,,,0,,0,,,0,,0,,,,
438024497952,7014.9,,,0,,0,,,0,,0,,,,
438024501952,7018.9,,,0,,0,,,0,,0,,,,
438024505953,7022.9,,,0,,0,,,0,,0,,,,
438024509953,7026.9,,,0,,0,,,0,,0,,,,
438024513953,7030.9,,,0,,0,,,0,,0,,,,
438024517953,7034.9,,,0,,0,,,0,,0,,,,
438024521953,7038.9,,,0,,0,,,0,,0,,,,
438024525953,7042.9,,,0,,0,,,0,,0,,,,
438024529952,7046.9,,,0,,0,,,0,,0,,,,
438024533952,7050.9,1322.5042,-8.3668,1,2.0404,1,,,0,,0,1322.5042,-8.3668,2.0404,
438024537953,7054.9,,,0,,0,,,0,,0,,,,
438024541954,7058.9,1244.6532,157.0586,1,2.4247,1,,,0,,0,1244.6532,157.0586,2.4247,
438024545954,7062.9,,,0,,0,1120.7546,186.5426,1,2.8546,1,1120.7546,186.5426,2.8546,
438024549954,7066.9,,,0,,0,1141.7345,247.7176,1,3.0524,1,1141.7345,247.7176,3.0524,
438024553954,7070.9,1345.8281,289.2987,1,2.8605,1,,,0,,0,1345.8281,289.2987,2.8605,
438024557954,7074.9,,,0,,0,1117.243,179.4479,1,2.8582,1,1117.243,179.4479,2.8582,
438024561954,7078.9,,,0,,0,,,0,,0,,,,
438024565954,7082.9,1280.6664,337.6482,1,2.9522,1,1087.9391,244.5926,1,3.0673,1,1184.3028,291.1204,3.0098,
438024569954,7086.9,,,0,,0,,,0,,0,,,,
438024573954,7090.9,1299.2566,362.6653,1,3.0545,1,1146.7623,154.0912,1,2.803,1,1223.0094,258.3782,2.9287,
438024577954,7094.9,1295.3592,352.0408,1,3.0232,1,1117.5023,182.7088,1,2.9361,1,1206.4307,267.3748,2.9797,
438024581954,7098.9,1281.3969,363.8155,1,3.043,1,1122.9148,186.7252,1,2.9099,1,1202.1558,275.2704,2.9764,
438024585955,7102.9,1304.1066,330.9493,1,3.0831,1,1120.0301,190.8153,1,2.9329,1,1212.0683,260.8823,3.008,
438024589954,7106.9,1318.1985,325.8275,1,3.1187,1,1126.3668,215.6481,1,2.9249,1,1222.2826,270.7378,3.0218,
438024593954,7110.9,1310.4156,328.1594,1,3.1358,1,1116.8983,234.1209,1,2.9768,1,1213.6569,281.1401,3.0563,
438024597954,7114.9,1319.949,315.4796,1,3.1013,1,1115.4285,225.8786,1,2.9838,1,1217.6887,270.6791,3.0425,
438024601954,7118.9,1298.8519,325.136,1,3.0944,1,1121.6774,238.924,1,3.0237,1,1210.2647,282.03,3.0591,
438024605954,7122.9,1296.938,325.5056,1,3.0382,1,1127.3339,218.8368,1,2.9917,1,1212.1359,272.1712,3.0149,
438024609954,7126.9,1306.8578,325.4969,1,3.0811,1,1119.2123,224.9441,1,3.0317,1,1213.035,275.2205,3.0564,
438024613954,7130.9,1309.6484,336.8565,1,3.0391,1,1109.8187,225.4219,1,3.0344,1,1209.7335,281.1392,3.0368,
438024617954,7134.9,1297.8371,323.8315,1,3.0738,1,1117.4628,202.0957,1,2.9765,1,1207.65,262.9636,3.0251,
438024621954,7138.9,1291.723,324.7185,1,3.0984,1,1121.1966,199.0083,1,2.9493,1,1206.4598,261.8634,3.0239,
438024625954,7142.9,1298.1492,317.1211,1,3.0662,1,1117.007,211.6822,1,3.0157,1,1207.5781,264.4017,3.041,
438024629954,7146.9,1318.9628,328.9551,1,3.1151,1,1131.0687,204.9477,1,2.9711,1,1225.0158,266.9514,3.0431,
438024633954,7150.9,1301.2981,330.9154,1,3.1165,1,1137.1767,206.3438,1,2.9221,1,1219.2374,268.6296,3.0193,
438024637953,7154.9,1308.4624,338.904,1,3.0699,1,1126.1084,193.1208,1,2.9745,1,1217.2854,266.0124,3.0222,
438024641954,7158.9,1311.6819,321.5506,1,3.1351,1,1129.0487,200.726,1,2.9505,1,1220.3653,261.1383,3.0428,
438024645954,7162.9,1311.479,330.6004,1,3.1007,1,1117.2232,198.6142,1,2.954,1,1214.3511,264.6073,3.0274,
438024649954,7166.9,1309.4475,331.8692,1,3.1151,1,1111.3038,189.5922,1,2.9982,1,1210.3757,260.7307,3.0566,
438024653954,7170.9,1285.858,330.72,1,3.0789,1,1097.519,191.2114,1,2.9912,1,1191.6885,260.9657,3.035,
438024657954,7174.9,1291.1167,337.2942,1,3.0656,1,1116.3811,197.3459,1,3.0033,1,1203.7489,267.3201,3.0345,
438024661954,7178.9,1308.4277,359.0148,1,3.107,1,1158.3991,256.6986,1,2.9428,1,1233.4134,307.8567,3.0249,
438024665954,7182.9,1326.1693,410.0375,1,3.1534,1,1161.9415,290.6796,1,3.0012,1,1244.0554,350.3586,3.0773,
438024669954,7186.9,1315.7504,463.3304,1,3.0383,1,1153.5679,319.1498,1,3.0033,1,1234.6591,391.2401,3.0208,
438024673953,7190.9,1312.9805,457.2104,1,3.0656,1,1150.7724,298.5204,1,3.0316,1,1231.8765,377.8654,3.0486,
438024677953,7194.9,1315.8461,433.0708,1,3.1036,1,1145.1199,295.5829,1,3.0023,1,1230.483,364.3268,3.0529,
438024681953,7198.9,1328.3407,409.4851,1,3.1422,1,1150.4249,295.9414,1,2.9876,1,1239.3828,352.7132,3.0649,
438024685953,7202.9,1317.7795,436.4538,1,3.0741,1,1143.888,276.2229,1,3.0244,1,1230.8338,356.3383,3.0493,
438024689953,7206.9,1320.3732,432.0693,1,3.101,1,1143.2449,291.2154,1,3.0076,1,1231.809,361.6423,3.0543,
438024693952,7210.9,1308.1646,433.0549,1,3.0874,1,1143.4692,261.4458,1,3.112,1,1225.8169,347.2503,3.0997,
438024697953,7214.9,1312.2354,420.6361,1,3.1462,1,1163.0597,312.2264,1,2.993,1,1237.6476,366.4313,3.0696,
438024701952,7218.9,1306.8064,451.0066,1,3.1211,1,1158.0975,313.3524,1,3.0283,1,1232.452,382.1795,3.0747,
438024705952,7222.9,1333.561,458.0469,1,3.0723,1,1164.6457,315.132,1,3.0318,1,1249.1033,386.5894,3.0521,
438024709952,7226.9,1293.1239,444.6741,1,3.1223,1,1152.5684,320.5361,1,3.0292,1,1222.8461,382.6051,3.0757,
438024713953,7230.9,1309.4085,457.6539,1,3.1274,1,1170.0368,324.9961,1,3.0098,1,1239.7227,391.325,3.0686,
438024717952,7234.9,1291.7086,437.1665,1,3.15,1,1144.5358,308.6675,1,3.071,1,1218.1222,372.917,3.1105,
438024721953,7238.9,1320.0103,466.9913,1,3.0779,1,1165.7029,319.9591,1,3.0549,1,1242.8566,393.4752,3.0664,
438024725952,7242.9,1325.3288,456.0302,1,3.1517,1,1165.218,291.5221,1,3.0769,1,1245.2734,373.7761,3.1143,
438024729952,7246.9,1313.2226,465.8692,1,3.0852,1,1158.5667,303.1893,1,3.0944,1,1235.8946,384.5292,3.0898,
438024733951,7250.9,1318.3134,435.838,1,3.1611,1,1156.2522,310.505,1,3.0574,1,1237.2828,373.1715,3.1092,
438024737953,7254.9,1323.9356,447.8863,1,3.0863,1,1167.6323,317.2442,1,3.052,1,1245.784,382.5652,3.0692,
438024741952,7258.9,1318.3169,442.1095,1,3.1149,1,1156.1026,307.6637,1,3.0649,1,1237.2098,374.8866,3.0899,
438024745953,7262.9,1301.1562,446.3015,1,3.125,1,1163.3479,299.017,1,3.0988,1,1232.252,372.6593,3.1119,
438024749953,7266.9,1308.2649,439.352,1,3.1661,1,1159.1114,302.1709,1,3.0777,1,1233.6881,370.7615,3.1219,
438024753951,7270.9,1319.1571,395.3045,1,3.2627,1,1150.9121,295.9667,1,3.1167,1,1235.0346,345.6356,3.1897,
438024757951,7274.9,1322.1675,428.8116,1,3.1873,1,1151.4248,273.9827,1,3.1251,1,1236.7961,351.3972,3.1562,
438024761952,7278.9,1290.366,436.5004,1,3.1504,1,1149.3888,294.6316,1,3.109,1,1219.8774,365.566,3.1297,
438024765951,7282.9,1302.5068,431.4076,1,3.1685,1,1159.2226,304.551,1,3.0722,1,1230.8647,367.9793,3.1203,
438024769952,7286.9,1321.0356,443.6236,1,3.1055,1,1150.1531,300.2968,1,3.1076,1,1235.5943,371.9602,3.1065,
438024773952,7290.9,1307.994,424.9648,1,3.1476,1,1142.1114,298.7253,1,3.0724,1,1225.0527,361.8451,3.11,
438024777951,7294.9,1309.8265,446.5848,1,3.1371,1,1149.4525,295.7258,1,3.0986,1,1229.6395,371.1553,3.1179,
438024781951,7298.9,1317.5959,443.0626,1,3.0945,1,1164.3534,290.4991,1,3.0991,1,1240.9747,366.7809,3.0968,
438024785952,7302.9,1314.8494,429.717,1,3.218,1,1154.9344,294.399,1,3.088,1,1234.8919,362.058,3.153,
438024789952,7306.9,1311.1886,450.7503,1,3.1298,1,1143.2932,307.7275,1,3.0674,1,1227.2409,379.2389,3.0986,
438024793953,7310.9,1302.4337,435.7824,1,3.1646,1,1149.1219,298.5565,1,3.081,1,1225.7778,367.1695,3.1228,
438024797953,7314.9,1308.6808,432.7703,1,3.1399,1,1148.8662,304.1694,1,3.0678,1,1228.7735,368.4699,3.1039,
438024801952,7318.9,1314.9514,433.6168,1,3.1505,1,1147.1207,308.2942,1,3.0602,1,1231.0361,370.9555,3.1054,
438024805954,7322.9,1311.4134,445.0799,1,3.1196,1,1140.4475,278.3029,1,3.1107,1,1225.9304,361.6914,3.1151,
438024809955,7326.9,1320.4667,447.6886,1,3.0918,1,1154.8061,299.8653,1,3.059,1,1237.6364,373.7769,3.0754,
438024813954,7330.9,1336.9723,432.114,1,3.1383,1,1150.3512,306.4882,1,3.0417,1,1243.6617,369.3011,3.09,
438024817955,7334.9,1332.7975,436.8176,1,3.1216,1,1154.6634,313.1753,1,3.0128,1,1243.7304,374.9965,3.0672,
438024821955,7338.9,1315.2306,431.2562,1,3.129,1,1165.7966,298.6666,1,3.0507,1,1240.5136,364.9614,3.0898,
438024825954,7342.9,1322.6664,446.9613,1,3.0964,1,1153.3957,306.0678,1,3.0223,1,1238.031,376.5146,3.0594,
438024829954,7346.9,1314.1093,435.4135,1,3.1057,1,1162.0092,309.6069,1,3.0361,1,1238.0592,372.5102,3.0709,
438024833955,7350.9,1318.4352,461.7821,1,3.0396,1,1157.3489,303.7568,1,3.0306,1,1237.8921,382.7694,3.0351,
438024837954,7354.9,1309.7486,458.5372,1,3.0598,1,1161.6256,310.1977,1,3.0126,1,1235.6871,384.3675,3.0362,
438024841955,7358.9,1319.362,461.3691,1,3.0011,1,1170.1024,309.1142,1,3.0027,1,1244.7322,385.2417,3.0019,
438024845955,7362.9,1299.0351,447.8826,1,3.0826,1,1158.2279,322.2771,1,2.9784,1,1228.6315,385.0799,3.0305,
438024849954,7366.9,1339.8802,477.8734,1,2.9996,1,1161.8073,323.6341,1,2.9723,1,1250.8438,400.7537,2.9859,
438024853954,7370.9,1331.8851,445.7348,1,3.0339,1,1168.991,315.2427,1,2.9893,1,1250.4381,380.4887,3.0116,
438024857955,7374.9,1318.9276,443.3448,1,3.0519,1,1169.3589,330.7074,1,2.9266,1,1244.1432,387.0261,2.9892,
438024861953,7378.9,1307.3326,456.0809,1,3.0133,1,1159.7821,307.0895,1,2.9767,1,1233.5574,381.5852,2.995,
438024865955,7382.9,1316.6448,451.358,1,3.0519,1,1167.2444,300.8458,1,2.9963,1,1241.9446,376.1019,3.0241,
438024869955,7386.9,1299.317,465.8219,1,3.0169,1,1166.5447,307.7905,1,2.9548,1,1232.9308,386.8062,2.9859,
438024873954,7390.9,1323.7759,463.9504,1,2.9923,1,1154.4181,304.4177,1,2.9842,1,1239.097,384.1841,2.9883,
438024877954,7394.9,1333.1635,490.3971,1,2.8836,1,1135.9591,304.5702,1,2.9406,1,1234.5613,397.4837,2.9121,
438024881954,7398.9,1331.7078,459.766,1,3.0027,1,1147.0728,309.6102,1,2.9529,1,1239.3903,384.6881,2.9778,
438024885955,7402.9,1327.6345,469.7944,1,2.9932,1,1140.8187,307.9723,1,2.9426,1,1234.2266,388.8834,2.9679,
438024889954,7406.9,1298.1952,451.7999,1,3.0331,1,1138.9806,315.642,1,2.9366,1,1218.5879,383.721,2.9848,
438024893954,7410.9,1320.988,456.0004,1,2.9663,1,1145.9629,321.2879,1,2.9067,1,1233.4755,388.6441,2.9365,
438024897954,7414.9,1303.552,455.0006,1,2.9892,1,1139.2225,312.7465,1,2.9763,1,1221.3872,383.8736,2.9827,
438024901953,7418.9,1324.5748,448.2327,1,2.9746,1,1150.4827,319.6525,1,2.9181,1,1237.5287,383.9426,2.9464,
438024905954,7422.9,1302.7146,464.4999,1,2.9218,1,1141.7404,299.1946,1,2.9381,1,1222.2275,381.8472,2.9299,
438024909953,7426.9,1314.0569,453.7124,1,2.9799,1,1151.736,286.0199,1,2.9577,1,1232.8964,369.8661,2.9688,
438024913954,7430.9,1303.7057,448.2385,1,2.9534,1,1139.4732,324.3603,1,2.8794,1,1221.5895,386.2994,2.9164,
438024917954,7434.9,1307.4716,448.2374,1,2.9192,1,1151.7852,323.69,1,2.8871,1,1229.6284,385.9637,2.9031,
438024921953,7438.9,1330.5917,458.0428,1,2.8987,1,1159.6532,333.4697,1,2.8538,1,1245.1225,395.7563,2.8763,
438024925953,7442.9,1323.7136,445.193,1,2.9283,1,1138.4797,324.4738,1,2.8535,1,1231.0966,384.8334,2.8909,
438024929953,7446.9,1320.2164,437.0321,1,2.9285,1,1164.8996,296.7538,1,2.879,1,1242.558,366.8929,2.9037,
438024933953,7450.9,1312.2177,443.586,1,2.8859,1,1152.19,317.716,1,2.8879,1,1232.2038,380.651,2.8869,
438024937952,7454.9,1333.7008,447.5618,1,2.8922,1,1141.7292,334.5191,1,2.8729,1,1237.715,391.0405,2.8825,
438024941953,7458.9,1326.667,479.902,1,2.8303,1,1147.0483,309.5798,1,2.9065,1,1236.8576,394.7409,2.8684,
438024945952,7462.9,1331.3419,438.5309,1,2.8737,1,1146.4192,316.2764,1,2.8642,1,1238.8806,377.4037,2.869,
438024949952,7466.9,1324.0607,430.0626,1,2.9169,1,1147.4734,314.237,1,2.8931,1,1235.7671,372.1498,2.905,
438024953951,7470.9,1325.2922,459.6273,1,2.8775,1,1155.2227,345.1842,1,2.7899,1,1240.2575,402.4057,2.8337,
438024957951,7474.9,1316.8758,466.6757,1,2.9061,1,1162.3024,320.3916,1,2.8375,1,1239.5891,393.5336,2.8718,
438024961951,7478.9,1315.4815,469.4499,1,2.8895,1,1159.0883,314.5093,1,2.8745,1,1237.2849,391.9796,2.882,
438024965953,7482.9,1319.5069,475.0709,1,2.8705,1,1147.9686,303.604,1,2.9093,1,1233.7378,389.3374,2.8899,
438024969952,7486.9,1328.2647,467.5846,1,2.8542,1,1152.2966,315.6544,1,2.8547,1,1240.2806,391.6195,2.8544,
438024973951,7490.9,1333.3373,468.0083,1,2.8733,1,1151.9001,315.4108,1,2.8491,1,1242.6187,391.7096,2.8612,
438024977951,7494.9,1337.3542,459.7403,1,2.8755,1,1134.5132,299.5384,1,2.8918,1,1235.9337,379.6393,2.8837,
438024981952,7498.9,1331.4259,462.6261,1,2.8432,1,1162.2997,305.2999,1,2.8596,1,1246.8628,383.963,2.8514,
438024985952,7502.9,1323.7199,450.7697,1,2.9337,1,1175.3953,337.8798,1,2.7869,1,1249.5576,394.3247,2.8603,
438024989953,7506.9,1317.2932,456.746,1,2.8481,1,1154.4689,309.4607,1,2.8353,1,1235.8811,383.1033,2.8417,
438024993953,7510.9,1322.5694,438.1202,1,2.9074,1,1154.7796,317.8064,1,2.8605,1,1238.6745,377.9633,2.884,
438024997952,7514.9,1331.1631,458.9924,1,2.8367,1,1159.8779,292.9595,1,2.9221,1,1245.5205,375.976,2.8794,
438025001952,7518.9,1326.3789,463.6748,1,2.8254,1,1139.7391,294.0632,1,2.9142,1,1233.059,378.869,2.8698,
438025005952,7522.9,1335.1765,459.6354,1,2.7751,1,1135.9,290.7806,1,2.8904,1,1235.5383,375.208,2.8327,
438025009952,7526.9,1321.8579,441.4551,1,2.8804,1,1140.7964,321.7977,1,2.8212,1,1231.3272,381.6264,2.8508,
438025013953,7530.9,1323.3001,434.638,1,2.8952,1,1155.914,299.7588,1,2.888,1,1239.6071,367.1984,2.8916,
438025017953,7534.9,1329.7678,427.2304,1,2.9038,1,1149.6435,296.0586,1,2.8804,1,1239.7056,361.6445,2.8921,
438025021952,7538.9,1336.2653,432.2074,1,2.9147,1,1155.3631,324.0784,1,2.8376,1,1245.8142,378.1429,2.8761,
438025025952,7542.9,1329.0794,459.1126,1,2.8151,1,1157.7264,316.6861,1,2.8341,1,1243.4029,387.8994,2.8246,
438025029952,7546.9,1329.7673,469.628,1,2.8002,1,1144.0838,335.473,1,2.7625,1,1236.9256,402.5505,2.7814,
438025033952,7550.9,1330.4847,473.9604,1,2.8111,1,1155.0927,282.8058,1,2.9231,1,1242.7887,378.3831,2.8671,
438025037954,7554.9,1319.8069,458.2908,1,2.9117,1,1152.5736,318.4959,1,2.8397,1,1236.1903,388.3934,2.8757,
438025041954,7558.9,1325.1768,467.7229,1,2.8273,1,1126.4322,306.6878,1,2.8655,1,1225.8045,387.2053,2.8464,
438025045952,7562.9,1323.0745,466.4655,1,2.8618,1,1151.142,318.2053,1,2.8214,1,1237.1082,392.3354,2.8416,
438025049953,7566.9,1313.003,449.4444,1,2.9085,1,1146.4747,322.0085,1,2.8023,1,1229.7388,385.7264,2.8554,
438025053953,7570.9,1316.8454,475.7605,1,2.8084,1,1143.0057,300.7035,1,2.8673,1,1229.9256,388.232,2.8379,
438025057953,7574.9,1302.9549,445.8911,1,2.8785,1,1143.933,286.7929,1,2.9052,1,1223.444,366.342,2.8919,
438025061954,7578.9,1319.591,459.3073,1,2.8517,1,1137.6632,340.429,1,2.7957,1,1228.6271,399.8681,2.8237,
438025065950,7582.9,1327.8155,449.7625,1,2.8849,1,1150.6003,316.4798,1,2.842,1,1239.2079,383.1212,2.8635,
438025069950,7586.9,1305.7275,439.3699,1,2.8652,1,1153.1791,348.9856,1,2.7559,1,1229.4533,394.1777,2.8106,
438025073949,7590.9,1327.5665,467.6565,1,2.7971,1,1158.5724,331.3592,1,2.7792,1,1243.0694,399.5078,2.7882,
438025077949,7594.9,1337.2648,473.1418,1,2.8231,1,1159.4006,319.5688,1,2.8243,1,1248.3327,396.3553,2.8237,
438025081949,7598.9,1330.7454,464.2556,1,2.8452,1,1151.6983,313.5812,1,2.8371,1,1241.2218,388.9184,2.8412,
438025085948,7602.9,1329.504,447.0776,1,2.8621,1,1137.0585,292.6573,1,2.8735,1,1233.2812,369.8675,2.8678,
438025089949,7606.9,1319.217,463.4766,1,2.8572,1,1149.7824,321.3533,1,2.7969,1,1234.4997,392.415,2.8271,
438025093949,7610.9,1317.4971,452.7561,1,2.8826,1,1143.0095,310.4699,1,2.869,1,1230.2533,381.613,2.8758,
438025097948,7614.9,1318.242,443.144,1,2.8967,1,1140.9163,313.1659,1,2.8069,1,1229.5791,378.1549,2.8518,
438025101948,7618.9,1332.1566,450.7643,1,2.8689,1,1128.5129,333.2366,1,2.796,1,1230.3347,392.0004,2.8324,
438025105948,7622.9,1310.448,466.1344,1,2.8743,1,1154.862,314.0195,1,2.8213,1,1232.655,390.0769,2.8478,
438025109949,7626.9,1315.3433,463.0396,1,2.8814,1,1170.8855,299.3733,1,2.9013,1,1243.1144,381.2065,2.8914,
438025113948,7630.9,1316.2027,468.2535,1,2.8195,1,1135.6366,314.8794,1,2.8235,1,1225.9197,391.5665,2.8215,
438025117950,7634.9,1321.3696,455.0398,1,2.877,1,1156.1041,305.398,1,2.8562,1,1238.7369,380.2189,2.8666,
438025121949,7638.9,1323.1598,467.8208,1,2.8456,1,1168.2145,330.4077,1,2.7789,1,1245.6872,399.1142,2.8122,
438025125948,7642.9,1312.1765,453.4263,1,2.8706,1,1153.8173,325.7201,1,2.8076,1,1232.9969,389.5732,2.8391,
438025129949,7646.9,1323.5395,453.4367,1,2.8985,1,1134.6267,318.5489,1,2.8122,1,1229.0831,385.9928,2.8554,
438025133948,7650.9,1322.2294,449.4126,1,2.8539,1,1138.5893,325.2189,1,2.826,1,1230.4094,387.3158,2.84,
438025137948,7654.9,1315.0329,460.5654,1,2.8185,1,1155.0121,331.4712,1,2.8193,1,1235.0225,396.0183,2.8189,
438025141949,7658.9,1317.2216,437.6042,1,2.9019,1,1141.3685,322.6832,1,2.8085,1,1229.295,380.1437,2.8552,
438025145948,7662.9,1325.1233,451.7231,1,2.8795,1,1153.7969,325.7727,1,2.7993,1,1239.4601,388.7479,2.8394,
438025149948,7666.9,1305.8402,466.449,1,2.858,1,1133.5635,318.3123,1,2.8568,1,1219.7019,392.3806,2.8574,
438025153948,7670.9,1313.6334,458.2198,1,2.8918,1,1154.3462,309.6382,1,2.8658,1,1233.9898,383.929,2.8788,
438025157948,7674.9,1321.5953,471.3665,1,2.8584,1,1149.2158,327.0395,1,2.7906,1,1235.4056,399.203,2.8245,
438025161948,7678.9,1331.4926,456.4014,1,2.8799,1,1175.4418,318.7043,1,2.8366,1,1253.4672,387.5528,2.8582,
438025165949,7682.9,1327.9344,471.4871,1,2.8571,1,1173.3405,333.8593,1,2.809,1,1250.6375,402.6732,2.8331,
438025169948,7686.9,1353.0715,468.4711,1,2.8884,1,1171.57,293.2201,1,2.9327,1,1262.3207,380.8456,2.9105,
438025173948,7690.9,1347.0729,465.5821,1,2.8762,1,1167.0505,312.5595,1,2.8899,1,1257.0617,389.0708,2.883,
438025177949,7694.9,1355.7319,486.4036,1,2.8353,1,1169.7593,364.9194,1,2.7996,1,1262.7456,425.6615,2.8175,
