participant_id,trial_index,trial_name,block_id,block_index,n_samples,trial_duration_sec,valid_duration_sec,left_n_valid,left_percent_valid,right_n_valid,right_percent_valid,mean_percent_valid,val_left_deg,val_right_deg,val_mean_deg,val_left_px,val_right_px,val_mean_px
MWK014,1,sesameus_1,sesame,0,14917,59.66,55.3,13848,92.83,13804,92.54,92.69,3.7008,3.2692,3.485,11.1679,9.8655,10.5167
MWK014,2,sesameus_2,sesame,0,14924,59.68,44.55,12825,85.94,9450,63.32,74.63,3.7008,3.2692,3.485,11.1679,9.8655,10.5167
MWK014,3,sesameindia_2,sesame,0,14918,59.66,48.63,12123,81.26,12190,81.71,81.49,3.7008,3.2692,3.485,11.1679,9.8655,10.5167
MWK014,4,frank_objects,frank,1,14923,59.68,50.94,12838,86.03,12634,84.66,85.34,1.3222,1.2982,1.3102,3.9901,3.9176,3.9539
MWK014,5,frank_play,frank,1,14923,59.68,55.16,13833,92.7,13749,92.13,92.41,1.3222,1.2982,1.3102,3.9901,3.9176,3.9539
MWK014,6,frank_complex,frank,1,14920,59.67,45.03,11299,75.73,11218,75.19,75.46,1.3222,1.2982,1.3102,3.9901,3.9176,3.9539
MWK014,7,slow_people,slow,2,14919,59.67,52.94,13213,88.56,13258,88.87,88.72,0.5106,0.5915,0.5511,1.541,1.7851,1.663
MWK014,8,slow_animals,slow,2,14917,59.66,44.49,11344,76.05,10899,73.06,74.56,0.5106,0.5915,0.5511,1.541,1.7851,1.663
MWK014,9,slow_hands,slow,2,7283,49.41,22.69,6134,84.22,5210,71.54,77.88,0.5106,0.5915,0.5511,1.541,1.7851,1.663
MWK014,10,slow_inanimate,slow,2,554,2.2,2.1,527,95.13,522,94.22,94.68,0.5106,0.5915,0.5511,1.541,1.7851,1.663
MWK014,11,pixar_birds,pixar,3,37418,149.66,140.82,35406,94.62,35003,93.55,94.08,0.7449,0.8851,0.815,2.2479,2.671,2.4594
MWK015,0,slow_hands,slow,0,14916,59.65,31.95,8141,54.58,7834,52.52,53.55,6.5354,6.1542,6.3448,19.7217,18.5715,19.1466
MWK015,1,slow_people,slow,0,14917,59.66,3.06,670,4.49,858,5.75,5.12,6.5354,6.1542,6.3448,19.7217,18.5715,19.1466
MWK015,2,slow_animals,slow,0,14919,59.67,4.83,1822,12.21,593,3.97,8.09,6.5354,6.1542,6.3448,19.7217,18.5715,19.1466
MWK015,3,slow_inanimate,slow,0,14922,59.67,25.86,9643,64.62,3288,22.03,43.33,6.5354,6.1542,6.3448,19.7217,18.5715,19.1466
MWK015,4,sesameindia_2,sesame,1,14917,59.66,32.3,7366,49.38,8782,58.87,54.13,12.1386,18.6181,15.3783,36.6306,56.1838,46.4072
MWK015,5,sesameus_1,sesame,1,14921,59.67,30.99,12281,82.31,3213,21.53,51.92,12.1386,18.6181,15.3783,36.6306,56.1838,46.4072
MWK015,6,sesameus_2,sesame,1,14917,59.66,32.33,12835,86.04,3329,22.32,54.18,12.1386,18.6181,15.3783,36.6306,56.1838,46.4072
MWK015,7,sesameindia_1,sesame,1,14922,59.68,39.35,14022,93.97,5654,37.89,65.93,12.1386,18.6181,15.3783,36.6306,56.1838,46.4072
MWK015,8,frank_play,frank,2,14916,59.65,57.28,14505,97.24,14133,94.75,96.0,4.7493,4.7466,4.7479,14.332,14.3239,14.328
MWK015,9,frank_objects,frank,2,14923,59.68,59.58,14891,99.79,14898,99.83,99.81,4.7493,4.7466,4.7479,14.332,14.3239,14.328
MWK015,10,frank_complex,frank,2,14920,59.67,47.29,12012,80.51,11635,77.98,79.25,4.7493,4.7466,4.7479,14.332,14.3239,14.328
MWK015,11,pixar_birds,pixar,3,37424,149.69,107.46,31766,84.88,21966,58.69,71.79,1.3536,1.3525,1.3531,4.0849,4.0813,4.0831
MWK016,0,frank_objects,frank,0,14917,59.65,58.08,14588,97.79,14451,96.88,97.34,4.6647,4.5165,4.5906,14.0768,13.6295,13.8531
MWK016,1,frank_complex,frank,0,14922,59.68,57.28,14272,95.64,14368,96.29,95.97,4.6647,4.5165,4.5906,14.0768,13.6295,13.8531
MWK016,2,frank_play,frank,0,14920,59.67,58.32,14591,97.79,14567,97.63,97.71,4.6647,4.5165,4.5906,14.0768,13.6295,13.8531
MWK016,3,sesameindia_1,sesame,1,14918,59.66,58.29,14578,97.72,14567,97.65,97.68,1.5603,1.4155,1.4879,4.7086,4.2714,4.49
MWK016,4,sesameus_1,sesame,1,14919,59.66,47.12,10000,67.03,13561,90.9,78.96,1.5603,1.4155,1.4879,4.7086,4.2714,4.49
MWK016,5,sesameus_2,sesame,1,14919,59.66,54.88,13068,87.59,14374,96.35,91.97,1.5603,1.4155,1.4879,4.7086,4.2714,4.49
MWK016,6,sesameindia_2,sesame,1,14921,59.67,57.52,14300,95.84,14458,96.9,96.37,1.5603,1.4155,1.4879,4.7086,4.2714,4.49
MWK016,7,slow_animals,slow,2,14918,59.66,55.86,14047,94.16,13881,93.05,93.61,6.1708,5.99,6.0804,18.6215,18.0762,18.3488
MWK016,8,slow_inanimate,slow,2,14916,59.65,51.45,12770,85.61,12955,86.85,86.23,6.1708,5.99,6.0804,18.6215,18.0762,18.3488
MWK016,9,slow_hands,slow,2,14922,59.68,54.11,13574,90.97,13482,90.35,90.66,6.1708,5.99,6.0804,18.6215,18.0762,18.3488
MWK016,10,slow_people,slow,2,14920,59.67,51.47,12510,83.85,13224,88.63,86.24,6.1708,5.99,6.0804,18.6215,18.0762,18.3488
MWK016,11,pixar_birds,pixar,3,37421,149.67,141.41,35049,93.66,35656,95.28,94.47,1.8395,2.1561,1.9978,5.5509,6.5065,6.0287
MWK017,0,frank_complex,frank,0,14919,59.67,58.16,14396,96.49,14685,98.43,97.46,1.0133,0.7909,0.9021,3.0579,2.3867,2.7223
MWK017,1,frank_play,frank,0,14918,59.66,56.07,13726,92.01,14309,95.92,93.96,1.0133,0.7909,0.9021,3.0579,2.3867,2.7223
MWK017,2,frank_objects,frank,0,14924,59.68,58.49,14634,98.06,14613,97.92,97.99,1.0133,0.7909,0.9021,3.0579,2.3867,2.7223
MWK017,3,sesameus_1,sesame,1,14924,59.69,57.8,14332,96.03,14570,97.63,96.83,0.8454,0.9515,0.8984,2.551,2.8713,2.7111
MWK017,4,sesameindia_1,sesame,1,14921,59.67,58.45,14571,97.65,14654,98.21,97.93,0.8454,0.9515,0.8984,2.551,2.8713,2.7111
MWK017,5,sesameindia_2,sesame,1,14917,59.66,54.05,13605,91.2,13419,89.96,90.58,0.8454,0.9515,0.8984,2.551,2.8713,2.7111
MWK017,6,sesameus_2,sesame,1,14917,59.67,47.31,11757,78.82,11900,79.77,79.3,0.8454,0.9515,0.8984,2.551,2.8713,2.7111
MWK017,7,slow_hands,slow,2,14919,59.66,59.11,14795,99.17,14761,98.94,99.05,0.7409,0.7679,0.7544,2.2359,2.3174,2.2767
MWK017,8,slow_people,slow,2,14922,59.68,59.2,14801,99.19,14797,99.16,99.18,0.7409,0.7679,0.7544,2.2359,2.3174,2.2767
MWK017,9,slow_animals,slow,2,14923,59.68,48.79,11982,80.29,12411,83.17,81.73,0.7409,0.7679,0.7544,2.2359,2.3174,2.2767
MWK017,10,slow_inanimate,slow,2,14917,59.66,52.95,12938,86.73,13538,90.76,88.74,0.7409,0.7679,0.7544,2.2359,2.3174,2.2767
MWK017,11,pixar_birds,pixar,3,37419,149.66,148.55,37124,99.21,37150,99.28,99.25,0.8702,0.67,0.7701,2.626,2.0218,2.3239
MWK018,0,sesameus_2,sesame,0,14917,59.65,43.41,10681,71.6,11024,73.9,72.75,12.2972,12.4231,12.3602,35.7547,36.1207,35.9377
MWK018,1,sesameus_1,sesame,0,14924,59.68,42.73,9421,63.13,11943,80.03,71.58,12.2972,12.4231,12.3602,35.7547,36.1207,35.9377
MWK018,2,sesameindia_2,sesame,0,14916,59.66,56.64,13951,93.53,14367,96.32,94.92,12.2972,12.4231,12.3602,35.7547,36.1207,35.9377
MWK018,3,sesameindia_1,sesame,0,14921,59.67,51.7,13038,87.38,12810,85.85,86.62,12.2972,12.4231,12.3602,35.7547,36.1207,35.9377
MWK018,4,frank_complex,frank,1,14918,59.66,54.45,13914,93.27,13309,89.21,91.24,7.4608,7.7504,7.6056,21.6928,22.5345,22.1136
MWK018,5,frank_play,frank,1,14917,59.65,54.76,13786,92.42,13593,91.12,91.77,7.4608,7.7504,7.6056,21.6928,22.5345,22.1136
MWK018,6,frank_objects,frank,1,14924,59.68,47.15,11521,77.2,12056,80.78,78.99,7.4608,7.7504,7.6056,21.6928,22.5345,22.1136
MWK018,7,slow_inanimate,slow,2,14923,59.68,56.01,14096,94.46,13911,93.22,93.84,6.4718,6.3598,6.4158,18.8172,18.4915,18.6544
MWK018,8,slow_animals,slow,2,14919,59.66,52.08,12988,87.06,13050,87.47,87.26,6.4718,6.3598,6.4158,18.8172,18.4915,18.6544
MWK018,9,slow_people,slow,2,14923,59.68,48.92,11799,79.07,12659,84.83,81.95,6.4718,6.3598,6.4158,18.8172,18.4915,18.6544
MWK018,10,slow_hands,slow,2,14916,59.65,25.28,6054,40.59,6584,44.14,42.36,6.4718,6.3598,6.4158,18.8172,18.4915,18.6544
MWK018,11,pixar_birds,pixar,3,37417,149.66,119.91,30126,80.51,29827,79.72,80.11,9.0394,8.7284,8.8839,26.2825,25.3782,25.8303
